Airline,Source,Destination,Distance,Departure_Time,Weather_Condition,Delay_Status
IndiGo,Pune,Kolkata,1914,Evening,Fog,On Time
Air India,Pune,Bangalore,802,Night,Clear,On Time
Vistara,Bangalore,Ahmedabad,1531,Night,Rain,Delayed
IndiGo,Mumbai,Pune,153,Early Morning,Cloudy,On Time
SpiceJet,Ahmedabad,Bangalore,1452,Early Morning,Clear,Delayed
Air India,Pune,Mumbai,155,Morning,Fog,Delayed
Vistara,Kolkata,Chennai,1361,Early Morning,Storm,On Time
Vistara,Ahmedabad,Hyderabad,1276,Morning,Storm,On Time
SpiceJet,Ahmedabad,Hyderabad,1263,Afternoon,Clear,Delayed
Akasa Air,Bangalore,Chennai,355,Late Night,Cloudy,On Time
IndiGo,Mumbai,Kolkata,1708,Afternoon,Clear,On Time
Vistara,Ahmedabad,Delhi,895,Night,Storm,Delayed
Air India,Chennai,Bangalore,350,Morning,Fog,Delayed
Go First,Chennai,Kolkata,1414,Morning,Storm,Delayed
SpiceJet,Mumbai,Kolkata,1611,Late Night,Rain,Delayed
Akasa Air,Chennai,Delhi,2093,Afternoon,Rain,Delayed
Air India,Bangalore,Ahmedabad,1507,Early Morning,Cloudy,On Time
SpiceJet,Chennai,Ahmedabad,1982,Afternoon,Storm,On Time
SpiceJet,Pune,Chennai,1212,Afternoon,Rain,Delayed
IndiGo,Ahmedabad,Mumbai,537,Afternoon,Cloudy,On Time
IndiGo,Delhi,Pune,1538,Late Night,Fog,Delayed
Air India,Kolkata,Delhi,1539,Late Night,Storm,Delayed
IndiGo,Kolkata,Chennai,1369,Late Night,Fog,Delayed
Air India,Hyderabad,Ahmedabad,1177,Evening,Cloudy,Delayed
Akasa Air,Mumbai,Kolkata,1629,Afternoon,Cloudy,Delayed
Go First,Pune,Mumbai,142,Morning,Fog,On Time
SpiceJet,Delhi,Hyderabad,1527,Afternoon,Cloudy,Delayed
Go First,Kolkata,Pune,1873,Morning,Clear,Delayed
Vistara,Hyderabad,Bangalore,547,Night,Fog,On Time
Vistara,Pune,Bangalore,830,Night,Rain,Delayed
SpiceJet,Delhi,Ahmedabad,920,Night,Storm,On Time
Vistara,Chennai,Hyderabad,623,Night,Fog,Delayed
Vistara,Pune,Mumbai,145,Evening,Clear,On Time
Go First,Bangalore,Ahmedabad,1447,Late Night,Storm,Delayed
IndiGo,Chennai,Hyderabad,637,Evening,Clear,On Time
Air India,Pune,Delhi,1543,Morning,Clear,Delayed
Akasa Air,Ahmedabad,Bangalore,1464,Morning,Fog,On Time
Vistara,Delhi,Mumbai,1461,Morning,Cloudy,On Time
IndiGo,Bangalore,Kolkata,1872,Late Night,Rain,On Time
Vistara,Chennai,Delhi,2270,Afternoon,Clear,On Time
Vistara,Chennai,Bangalore,345,Night,Rain,On Time
Akasa Air,Kolkata,Hyderabad,1542,Night,Cloudy,On Time
SpiceJet,Chennai,Ahmedabad,1917,Night,Storm,On Time
Akasa Air,Chennai,Bangalore,348,Night,Storm,Delayed
Air India,Pune,Hyderabad,582,Late Night,Rain,Delayed
Air India,Kolkata,Mumbai,1722,Late Night,Storm,On Time
IndiGo,Hyderabad,Pune,570,Night,Rain,Delayed
Go First,Bangalore,Mumbai,995,Early Morning,Rain,Delayed
Air India,Kolkata,Pune,1802,Early Morning,Storm,Delayed
Vistara,Chennai,Pune,1252,Afternoon,Clear,On Time
Vistara,Mumbai,Hyderabad,721,Night,Clear,On Time
Air India,Ahmedabad,Delhi,953,Morning,Storm,On Time
SpiceJet,Kolkata,Ahmedabad,1958,Night,Fog,On Time
IndiGo,Kolkata,Pune,1804,Afternoon,Storm,Delayed
IndiGo,Kolkata,Chennai,1309,Morning,Clear,On Time
IndiGo,Hyderabad,Kolkata,1543,Afternoon,Clear,Delayed
SpiceJet,Pune,Chennai,1159,Night,Storm,On Time
Akasa Air,Delhi,Chennai,2275,Afternoon,Rain,On Time
Akasa Air,Bangalore,Chennai,329,Late Night,Clear,On Time
IndiGo,Delhi,Bangalore,2080,Early Morning,Storm,On Time
IndiGo,Mumbai,Chennai,1280,Late Night,Fog,Delayed
IndiGo,Bangalore,Mumbai,982,Late Night,Fog,Delayed
SpiceJet,Bangalore,Pune,860,Afternoon,Cloudy,On Time
IndiGo,Pune,Chennai,1142,Night,Clear,On Time
Akasa Air,Hyderabad,Delhi,1598,Evening,Storm,On Time
IndiGo,Delhi,Ahmedabad,971,Evening,Clear,Delayed
SpiceJet,Pune,Hyderabad,550,Morning,Cloudy,On Time
Air India,Pune,Ahmedabad,682,Late Night,Clear,Delayed
Akasa Air,Kolkata,Pune,1959,Morning,Clear,On Time
SpiceJet,Hyderabad,Ahmedabad,1190,Early Morning,Fog,On Time
Akasa Air,Kolkata,Ahmedabad,1879,Afternoon,Storm,On Time
SpiceJet,Bangalore,Pune,825,Night,Fog,On Time
SpiceJet,Mumbai,Chennai,1375,Evening,Cloudy,Delayed
Akasa Air,Chennai,Kolkata,1418,Early Morning,Rain,Delayed
Go First,Chennai,Bangalore,334,Early Morning,Cloudy,On Time
Air India,Ahmedabad,Chennai,2036,Night,Storm,Delayed
SpiceJet,Ahmedabad,Bangalore,1558,Morning,Clear,On Time
Air India,Kolkata,Bangalore,1822,Night,Fog,On Time
Air India,Hyderabad,Ahmedabad,1234,Late Night,Cloudy,On Time
Vistara,Chennai,Bangalore,347,Early Morning,Cloudy,On Time
Vistara,Bangalore,Hyderabad,551,Night,Clear,Delayed
SpiceJet,Bangalore,Delhi,2064,Evening,Cloudy,Delayed
SpiceJet,Chennai,Hyderabad,609,Night,Fog,On Time
SpiceJet,Kolkata,Pune,1794,Evening,Clear,Delayed
Vistara,Hyderabad,Bangalore,580,Morning,Storm,Delayed
Vistara,Hyderabad,Chennai,602,Afternoon,Fog,On Time
Go First,Bangalore,Chennai,351,Evening,Storm,On Time
Air India,Delhi,Bangalore,2164,Morning,Rain,On Time
Akasa Air,Pune,Kolkata,1850,Early Morning,Storm,Delayed
IndiGo,Delhi,Chennai,2101,Early Morning,Cloudy,On Time
Akasa Air,Pune,Delhi,1484,Morning,Clear,On Time
Air India,Ahmedabad,Chennai,1969,Morning,Clear,Delayed
Air India,Ahmedabad,Pune,673,Afternoon,Storm,Delayed
Akasa Air,Delhi,Ahmedabad,897,Evening,Storm,Delayed
Vistara,Kolkata,Ahmedabad,1974,Morning,Storm,On Time
Go First,Hyderabad,Ahmedabad,1222,Morning,Cloudy,Delayed
SpiceJet,Chennai,Mumbai,1303,Evening,Cloudy,On Time
Air India,Mumbai,Delhi,1365,Early Morning,Clear,Delayed
Akasa Air,Pune,Delhi,1404,Early Morning,Storm,Delayed
IndiGo,Mumbai,Delhi,1458,Early Morning,Storm,Delayed
Akasa Air,Bangalore,Kolkata,1859,Evening,Storm,On Time
Akasa Air,Mumbai,Pune,155,Early Morning,Storm,On Time
Vistara,Bangalore,Ahmedabad,1504,Morning,Fog,Delayed
Air India,Mumbai,Kolkata,1700,Afternoon,Storm,Delayed
IndiGo,Mumbai,Delhi,1355,Night,Storm,On Time
Air India,Hyderabad,Chennai,633,Evening,Cloudy,Delayed
Vistara,Hyderabad,Chennai,605,Afternoon,Cloudy,On Time
SpiceJet,Ahmedabad,Chennai,1943,Late Night,Storm,On Time
Akasa Air,Chennai,Mumbai,1391,Night,Fog,Delayed
Vistara,Chennai,Ahmedabad,2010,Evening,Rain,On Time
Go First,Kolkata,Delhi,1557,Evening,Cloudy,Delayed
Vistara,Mumbai,Chennai,1354,Early Morning,Clear,On Time
Akasa Air,Bangalore,Hyderabad,593,Early Morning,Fog,Delayed
Akasa Air,Pune,Chennai,1162,Night,Cloudy,On Time
Akasa Air,Pune,Delhi,1488,Evening,Cloudy,On Time
Akasa Air,Delhi,Bangalore,2158,Night,Fog,On Time
SpiceJet,Pune,Hyderabad,548,Evening,Fog,On Time
IndiGo,Delhi,Mumbai,1394,Morning,Fog,On Time
Go First,Bangalore,Kolkata,1805,Afternoon,Clear,On Time
SpiceJet,Delhi,Hyderabad,1649,Night,Clear,Delayed
IndiGo,Pune,Kolkata,1887,Early Morning,Clear,On Time
Air India,Kolkata,Bangalore,1816,Morning,Cloudy,On Time
Go First,Chennai,Pune,1192,Evening,Fog,On Time
Air India,Chennai,Kolkata,1311,Early Morning,Storm,Delayed
Air India,Hyderabad,Pune,562,Night,Storm,Delayed
SpiceJet,Pune,Bangalore,829,Late Night,Rain,On Time
Akasa Air,Mumbai,Ahmedabad,537,Evening,Rain,Delayed
Vistara,Chennai,Mumbai,1321,Morning,Storm,Delayed
IndiGo,Ahmedabad,Kolkata,1960,Late Night,Clear,On Time
Akasa Air,Ahmedabad,Chennai,1983,Night,Storm,On Time
Akasa Air,Bangalore,Chennai,354,Early Morning,Storm,Delayed
Vistara,Pune,Hyderabad,560,Late Night,Clear,On Time
Air India,Delhi,Hyderabad,1526,Morning,Storm,On Time
Go First,Kolkata,Mumbai,1623,Morning,Storm,Delayed
SpiceJet,Bangalore,Mumbai,950,Evening,Cloudy,Delayed
IndiGo,Bangalore,Chennai,357,Morning,Storm,Delayed
Akasa Air,Bangalore,Mumbai,987,Late Night,Storm,On Time
Vistara,Chennai,Kolkata,1409,Early Morning,Storm,Delayed
Air India,Hyderabad,Mumbai,716,Evening,Cloudy,On Time
Go First,Hyderabad,Delhi,1500,Morning,Storm,Delayed
IndiGo,Pune,Hyderabad,557,Morning,Storm,Delayed
IndiGo,Chennai,Pune,1181,Evening,Clear,On Time
SpiceJet,Hyderabad,Chennai,636,Early Morning,Cloudy,On Time
Akasa Air,Mumbai,Bangalore,968,Afternoon,Storm,Delayed
SpiceJet,Pune,Kolkata,1815,Night,Fog,Delayed
IndiGo,Chennai,Kolkata,1335,Early Morning,Fog,On Time
Air India,Hyderabad,Chennai,603,Evening,Fog,On Time
Air India,Ahmedabad,Kolkata,1983,Evening,Rain,Delayed
Vistara,Chennai,Kolkata,1416,Evening,Fog,Delayed
Akasa Air,Bangalore,Mumbai,966,Evening,Storm,Delayed
IndiGo,Chennai,Bangalore,347,Morning,Cloudy,On Time
Go First,Ahmedabad,Kolkata,1999,Afternoon,Cloudy,On Time
Akasa Air,Kolkata,Ahmedabad,1888,Late Night,Clear,On Time
SpiceJet,Bangalore,Hyderabad,580,Early Morning,Clear,On Time
Vistara,Hyderabad,Kolkata,1465,Evening,Fog,Delayed
IndiGo,Delhi,Hyderabad,1550,Early Morning,Cloudy,On Time
Akasa Air,Hyderabad,Kolkata,1503,Night,Clear,On Time
Air India,Chennai,Kolkata,1378,Early Morning,Clear,On Time
Air India,Pune,Kolkata,1924,Night,Clear,Delayed
Air India,Hyderabad,Bangalore,596,Evening,Clear,Delayed
Air India,Delhi,Hyderabad,1522,Early Morning,Rain,Delayed
Go First,Pune,Bangalore,852,Evening,Clear,On Time
IndiGo,Mumbai,Chennai,1394,Evening,Clear,On Time
IndiGo,Delhi,Mumbai,1452,Morning,Rain,On Time
Air India,Mumbai,Delhi,1404,Morning,Fog,On Time
SpiceJet,Kolkata,Pune,1946,Early Morning,Rain,Delayed
Akasa Air,Kolkata,Mumbai,1652,Late Night,Fog,Delayed
Go First,Ahmedabad,Hyderabad,1220,Late Night,Rain,On Time
Vistara,Ahmedabad,Kolkata,1946,Afternoon,Fog,On Time
Akasa Air,Bangalore,Ahmedabad,1515,Night,Fog,On Time
Air India,Delhi,Kolkata,1587,Afternoon,Cloudy,Delayed
Vistara,Ahmedabad,Bangalore,1529,Early Morning,Storm,On Time
Air India,Delhi,Bangalore,2115,Afternoon,Cloudy,Delayed
Vistara,Kolkata,Chennai,1312,Late Night,Rain,On Time
IndiGo,Delhi,Pune,1422,Early Morning,Fog,Delayed
Akasa Air,Ahmedabad,Pune,646,Evening,Rain,Delayed
IndiGo,Delhi,Ahmedabad,917,Night,Rain,On Time
Akasa Air,Chennai,Mumbai,1326,Afternoon,Fog,Delayed
Vistara,Pune,Delhi,1459,Night,Fog,On Time
Akasa Air,Ahmedabad,Delhi,950,Early Morning,Clear,On Time
Air India,Bangalore,Pune,825,Morning,Fog,Delayed
IndiGo,Pune,Hyderabad,567,Afternoon,Cloudy,Delayed
IndiGo,Bangalore,Delhi,2138,Night,Clear,On Time
Air India,Pune,Kolkata,1820,Evening,Rain,Delayed
Air India,Mumbai,Hyderabad,733,Afternoon,Fog,On Time
Vistara,Ahmedabad,Chennai,1940,Late Night,Fog,On Time
Air India,Delhi,Pune,1520,Morning,Storm,Delayed
Vistara,Hyderabad,Kolkata,1541,Afternoon,Rain,Delayed
Akasa Air,Pune,Bangalore,818,Late Night,Clear,On Time
Akasa Air,Kolkata,Delhi,1470,Morning,Rain,Delayed
Air India,Bangalore,Pune,857,Early Morning,Storm,On Time
Akasa Air,Ahmedabad,Pune,669,Late Night,Clear,On Time
Akasa Air,Delhi,Pune,1403,Early Morning,Fog,Delayed
Akasa Air,Ahmedabad,Chennai,2013,Early Morning,Clear,On Time
Air India,Pune,Chennai,1218,Night,Cloudy,Delayed
SpiceJet,Ahmedabad,Bangalore,1497,Late Night,Cloudy,On Time
Vistara,Hyderabad,Kolkata,1513,Afternoon,Storm,Delayed
Go First,Bangalore,Hyderabad,551,Late Night,Clear,On Time
SpiceJet,Mumbai,Hyderabad,738,Afternoon,Storm,Delayed
SpiceJet,Kolkata,Chennai,1397,Afternoon,Rain,On Time
Go First,Kolkata,Bangalore,1876,Late Night,Rain,Delayed
Air India,Chennai,Hyderabad,632,Evening,Rain,On Time
Akasa Air,Mumbai,Kolkata,1742,Late Night,Clear,Delayed
SpiceJet,Hyderabad,Pune,585,Early Morning,Clear,On Time
SpiceJet,Delhi,Hyderabad,1646,Late Night,Cloudy,Delayed
Akasa Air,Pune,Bangalore,823,Afternoon,Storm,On Time
Akasa Air,Kolkata,Mumbai,1729,Evening,Storm,Delayed
IndiGo,Bangalore,Chennai,358,Morning,Clear,On Time
Vistara,Kolkata,Mumbai,1588,Early Morning,Clear,On Time
Vistara,Ahmedabad,Bangalore,1472,Early Morning,Fog,On Time
Akasa Air,Hyderabad,Pune,548,Late Night,Cloudy,On Time
SpiceJet,Mumbai,Hyderabad,715,Evening,Rain,Delayed
SpiceJet,Ahmedabad,Pune,651,Late Night,Storm,Delayed
Vistara,Chennai,Mumbai,1399,Morning,Fog,Delayed
Vistara,Bangalore,Delhi,2233,Morning,Cloudy,On Time
Go First,Chennai,Mumbai,1324,Late Night,Rain,On Time
Air India,Chennai,Mumbai,1286,Morning,Rain,On Time
Go First,Hyderabad,Delhi,1530,Afternoon,Clear,On Time
Air India,Hyderabad,Bangalore,558,Night,Clear,On Time
IndiGo,Kolkata,Chennai,1305,Morning,Cloudy,On Time
Go First,Mumbai,Chennai,1297,Early Morning,Fog,Delayed
Vistara,Delhi,Pune,1469,Evening,Fog,On Time
Akasa Air,Mumbai,Pune,152,Night,Fog,Delayed
Air India,Pune,Ahmedabad,649,Early Morning,Cloudy,Delayed
Akasa Air,Ahmedabad,Kolkata,1973,Afternoon,Cloudy,Delayed
Air India,Pune,Kolkata,1864,Night,Cloudy,On Time
SpiceJet,Hyderabad,Pune,550,Early Morning,Storm,Delayed
Akasa Air,Delhi,Hyderabad,1520,Afternoon,Storm,Delayed
IndiGo,Hyderabad,Ahmedabad,1258,Late Night,Cloudy,On Time
Akasa Air,Ahmedabad,Chennai,1958,Early Morning,Storm,Delayed
IndiGo,Mumbai,Delhi,1476,Morning,Clear,On Time
Vistara,Chennai,Kolkata,1334,Night,Fog,Delayed
Air India,Chennai,Mumbai,1352,Late Night,Rain,Delayed
Go First,Bangalore,Kolkata,1809,Evening,Clear,Delayed
Air India,Ahmedabad,Mumbai,529,Early Morning,Rain,On Time
Vistara,Mumbai,Ahmedabad,547,Afternoon,Clear,On Time
Vistara,Kolkata,Delhi,1478,Morning,Cloudy,Delayed
IndiGo,Chennai,Delhi,2286,Early Morning,Storm,Delayed
Akasa Air,Bangalore,Delhi,2188,Evening,Cloudy,On Time
SpiceJet,Pune,Bangalore,875,Afternoon,Rain,On Time
Akasa Air,Pune,Bangalore,869,Night,Storm,Delayed
Air India,Mumbai,Bangalore,1001,Night,Rain,On Time
SpiceJet,Ahmedabad,Chennai,1901,Late Night,Fog,Delayed
Air India,Pune,Kolkata,1927,Morning,Fog,On Time
Go First,Mumbai,Delhi,1402,Morning,Cloudy,Delayed
Vistara,Chennai,Mumbai,1347,Night,Storm,On Time
Air India,Bangalore,Hyderabad,603,Afternoon,Rain,On Time
Air India,Mumbai,Chennai,1304,Early Morning,Clear,On Time
IndiGo,Mumbai,Ahmedabad,529,Late Night,Storm,On Time
SpiceJet,Ahmedabad,Pune,695,Night,Fog,Delayed
Vistara,Pune,Bangalore,828,Evening,Storm,Delayed
IndiGo,Mumbai,Pune,149,Night,Fog,On Time
IndiGo,Bangalore,Hyderabad,585,Evening,Cloudy,Delayed
Go First,Mumbai,Bangalore,1017,Early Morning,Clear,On Time
Vistara,Pune,Kolkata,1904,Afternoon,Fog,Delayed
Akasa Air,Hyderabad,Delhi,1519,Afternoon,Storm,On Time
Akasa Air,Chennai,Bangalore,332,Early Morning,Fog,On Time
IndiGo,Ahmedabad,Kolkata,1976,Early Morning,Fog,On Time
Akasa Air,Bangalore,Delhi,2193,Evening,Cloudy,Delayed
SpiceJet,Bangalore,Mumbai,1008,Afternoon,Rain,On Time
Go First,Chennai,Kolkata,1360,Afternoon,Clear,Delayed
Air India,Chennai,Mumbai,1307,Late Night,Cloudy,On Time
SpiceJet,Delhi,Ahmedabad,932,Night,Clear,On Time
Go First,Delhi,Hyderabad,1626,Early Morning,Clear,Delayed
Air India,Delhi,Mumbai,1357,Evening,Rain,On Time
Air India,Chennai,Bangalore,331,Night,Rain,Delayed
Vistara,Mumbai,Hyderabad,727,Afternoon,Cloudy,Delayed
IndiGo,Mumbai,Ahmedabad,545,Afternoon,Storm,Delayed
SpiceJet,Mumbai,Kolkata,1717,Night,Clear,On Time
IndiGo,Ahmedabad,Pune,673,Afternoon,Rain,On Time
Akasa Air,Mumbai,Chennai,1279,Afternoon,Rain,On Time
Akasa Air,Delhi,Chennai,2259,Late Night,Rain,On Time
SpiceJet,Mumbai,Kolkata,1631,Morning,Rain,On Time
IndiGo,Ahmedabad,Bangalore,1537,Afternoon,Cloudy,On Time
Vistara,Kolkata,Chennai,1308,Late Night,Fog,Delayed
Air India,Bangalore,Mumbai,945,Morning,Rain,On Time
IndiGo,Ahmedabad,Chennai,2044,Evening,Rain,Delayed
Vistara,Mumbai,Chennai,1341,Evening,Cloudy,On Time
IndiGo,Chennai,Mumbai,1285,Afternoon,Rain,On Time
IndiGo,Mumbai,Kolkata,1726,Early Morning,Storm,Delayed
SpiceJet,Hyderabad,Ahmedabad,1293,Evening,Clear,On Time
SpiceJet,Pune,Delhi,1456,Afternoon,Fog,Delayed
Vistara,Bangalore,Kolkata,1780,Afternoon,Cloudy,Delayed
Vistara,Delhi,Pune,1488,Afternoon,Rain,Delayed
Vistara,Kolkata,Pune,1957,Night,Storm,Delayed
Akasa Air,Pune,Chennai,1170,Late Night,Storm,Delayed
Vistara,Chennai,Ahmedabad,1909,Afternoon,Cloudy,On Time
Akasa Air,Chennai,Mumbai,1271,Late Night,Rain,Delayed
Akasa Air,Kolkata,Chennai,1422,Night,Fog,On Time
Vistara,Mumbai,Ahmedabad,546,Afternoon,Storm,Delayed
Go First,Hyderabad,Mumbai,729,Evening,Rain,On Time
Akasa Air,Chennai,Bangalore,341,Late Night,Fog,On Time
Go First,Chennai,Bangalore,345,Night,Cloudy,Delayed
SpiceJet,Pune,Mumbai,149,Late Night,Storm,Delayed
Akasa Air,Delhi,Bangalore,2137,Early Morning,Rain,On Time
Akasa Air,Pune,Kolkata,1778,Afternoon,Clear,Delayed
Vistara,Pune,Kolkata,1949,Afternoon,Clear,On Time
Akasa Air,Pune,Delhi,1437,Night,Storm,On Time
Akasa Air,Pune,Mumbai,146,Morning,Fog,Delayed
IndiGo,Chennai,Bangalore,338,Evening,Fog,On Time
SpiceJet,Bangalore,Chennai,361,Night,Storm,On Time
SpiceJet,Pune,Bangalore,808,Afternoon,Clear,On Time
IndiGo,Ahmedabad,Kolkata,2045,Night,Storm,Delayed
Akasa Air,Ahmedabad,Kolkata,1961,Late Night,Fog,Delayed
Air India,Chennai,Mumbai,1360,Early Morning,Fog,On Time
Akasa Air,Delhi,Pune,1542,Early Morning,Cloudy,Delayed
Akasa Air,Chennai,Bangalore,333,Evening,Rain,On Time
Air India,Pune,Ahmedabad,642,Morning,Clear,On Time
Go First,Chennai,Delhi,2267,Afternoon,Storm,Delayed
Air India,Hyderabad,Kolkata,1488,Afternoon,Rain,On Time
IndiGo,Chennai,Kolkata,1371,Late Night,Rain,On Time
Go First,Ahmedabad,Chennai,2006,Night,Fog,Delayed
Go First,Chennai,Pune,1238,Late Night,Storm,Delayed
IndiGo,Pune,Kolkata,1939,Night,Fog,Delayed
Air India,Pune,Delhi,1435,Early Morning,Cloudy,On Time
Vistara,Bangalore,Kolkata,1931,Late Night,Rain,Delayed
IndiGo,Pune,Ahmedabad,654,Evening,Cloudy,On Time
IndiGo,Bangalore,Ahmedabad,1551,Morning,Storm,Delayed
Akasa Air,Chennai,Ahmedabad,1897,Morning,Fog,Delayed
Vistara,Chennai,Ahmedabad,1901,Late Night,Cloudy,On Time
Go First,Pune,Mumbai,142,Late Night,Rain,On Time
SpiceJet,Bangalore,Delhi,2098,Morning,Rain,Delayed
SpiceJet,Bangalore,Delhi,2243,Early Morning,Storm,On Time
Go First,Delhi,Ahmedabad,945,Early Morning,Storm,On Time
Akasa Air,Delhi,Kolkata,1604,Night,Clear,Delayed
IndiGo,Pune,Chennai,1182,Late Night,Storm,On Time
Akasa Air,Mumbai,Hyderabad,702,Early Morning,Cloudy,Delayed
Air India,Pune,Bangalore,876,Night,Storm,On Time
Air India,Bangalore,Kolkata,1953,Afternoon,Storm,On Time
Akasa Air,Chennai,Bangalore,356,Night,Fog,Delayed
SpiceJet,Bangalore,Kolkata,1913,Evening,Cloudy,Delayed
Akasa Air,Delhi,Ahmedabad,918,Night,Cloudy,On Time
Akasa Air,Pune,Kolkata,1876,Night,Fog,On Time
Akasa Air,Pune,Mumbai,141,Early Morning,Fog,On Time
Akasa Air,Kolkata,Bangalore,1811,Early Morning,Storm,Delayed
Air India,Kolkata,Delhi,1542,Evening,Fog,On Time
Air India,Hyderabad,Delhi,1556,Late Night,Cloudy,On Time
SpiceJet,Kolkata,Ahmedabad,1929,Afternoon,Clear,On Time
Air India,Kolkata,Chennai,1352,Morning,Clear,On Time
Go First,Ahmedabad,Pune,634,Early Morning,Rain,Delayed
SpiceJet,Bangalore,Mumbai,1007,Early Morning,Cloudy,On Time
IndiGo,Chennai,Ahmedabad,2009,Evening,Cloudy,On Time
Go First,Kolkata,Pune,1913,Late Night,Cloudy,Delayed
IndiGo,Bangalore,Mumbai,946,Late Night,Cloudy,On Time
SpiceJet,Bangalore,Ahmedabad,1488,Evening,Rain,On Time
Air India,Bangalore,Delhi,2080,Early Morning,Fog,Delayed
Vistara,Chennai,Hyderabad,636,Late Night,Storm,Delayed
SpiceJet,Pune,Hyderabad,566,Morning,Cloudy,Delayed
Vistara,Bangalore,Hyderabad,558,Night,Rain,On Time
Akasa Air,Pune,Ahmedabad,681,Early Morning,Fog,Delayed
Go First,Bangalore,Ahmedabad,1534,Morning,Clear,On Time
SpiceJet,Kolkata,Mumbai,1661,Evening,Rain,On Time
Go First,Ahmedabad,Kolkata,2043,Morning,Clear,On Time
Air India,Kolkata,Chennai,1426,Morning,Rain,Delayed
Air India,Chennai,Hyderabad,610,Late Night,Cloudy,Delayed
Go First,Mumbai,Delhi,1462,Morning,Storm,On Time
Vistara,Kolkata,Ahmedabad,1930,Late Night,Cloudy,Delayed
Air India,Delhi,Mumbai,1431,Evening,Cloudy,On Time
IndiGo,Hyderabad,Bangalore,590,Night,Clear,Delayed
SpiceJet,Bangalore,Chennai,339,Night,Cloudy,Delayed
SpiceJet,Pune,Delhi,1455,Afternoon,Rain,Delayed
Go First,Mumbai,Pune,143,Afternoon,Clear,On Time
Akasa Air,Kolkata,Delhi,1573,Afternoon,Rain,Delayed
Vistara,Chennai,Delhi,2266,Early Morning,Fog,Delayed
Air India,Bangalore,Pune,856,Late Night,Clear,On Time
IndiGo,Mumbai,Hyderabad,697,Night,Clear,On Time
Air India,Ahmedabad,Hyderabad,1277,Afternoon,Rain,Delayed
IndiGo,Kolkata,Bangalore,1917,Early Morning,Clear,On Time
Vistara,Bangalore,Delhi,2143,Late Night,Rain,On Time
Go First,Chennai,Kolkata,1324,Night,Cloudy,On Time
IndiGo,Bangalore,Ahmedabad,1546,Early Morning,Cloudy,On Time
Go First,Hyderabad,Chennai,649,Early Morning,Cloudy,On Time
Vistara,Bangalore,Kolkata,1881,Evening,Clear,Delayed
Air India,Delhi,Kolkata,1572,Morning,Cloudy,On Time
Vistara,Bangalore,Hyderabad,585,Late Night,Cloudy,On Time
Air India,Bangalore,Hyderabad,556,Evening,Clear,On Time
Vistara,Pune,Hyderabad,579,Evening,Storm,Delayed
Vistara,Chennai,Pune,1225,Late Night,Fog,Delayed
Go First,Pune,Kolkata,1909,Night,Storm,On Time
Akasa Air,Bangalore,Hyderabad,569,Afternoon,Cloudy,On Time
Vistara,Bangalore,Pune,865,Morning,Cloudy,Delayed
Akasa Air,Pune,Ahmedabad,698,Morning,Fog,On Time
Vistara,Mumbai,Ahmedabad,504,Night,Storm,On Time
SpiceJet,Pune,Hyderabad,581,Morning,Cloudy,On Time
Vistara,Delhi,Ahmedabad,942,Late Night,Clear,Delayed
Air India,Mumbai,Ahmedabad,508,Evening,Cloudy,Delayed
Vistara,Pune,Hyderabad,579,Evening,Storm,On Time
Vistara,Kolkata,Ahmedabad,1880,Late Night,Fog,Delayed
Go First,Delhi,Mumbai,1376,Morning,Storm,On Time
SpiceJet,Mumbai,Kolkata,1692,Afternoon,Clear,Delayed
SpiceJet,Kolkata,Bangalore,1793,Afternoon,Rain,On Time
Vistara,Chennai,Hyderabad,661,Morning,Fog,On Time
Akasa Air,Delhi,Hyderabad,1575,Late Night,Rain,On Time
Air India,Pune,Chennai,1147,Morning,Clear,On Time
Vistara,Bangalore,Delhi,2155,Early Morning,Clear,On Time
Vistara,Ahmedabad,Pune,685,Afternoon,Clear,On Time
IndiGo,Mumbai,Hyderabad,721,Night,Rain,Delayed
Akasa Air,Chennai,Pune,1190,Night,Storm,On Time
Akasa Air,Bangalore,Mumbai,964,Evening,Cloudy,On Time
Air India,Mumbai,Delhi,1465,Afternoon,Cloudy,On Time
Air India,Delhi,Chennai,2121,Early Morning,Cloudy,Delayed
Go First,Ahmedabad,Delhi,898,Late Night,Cloudy,Delayed
Go First,Ahmedabad,Kolkata,1966,Evening,Rain,Delayed
SpiceJet,Pune,Mumbai,142,Late Night,Clear,On Time
Vistara,Pune,Delhi,1409,Early Morning,Storm,Delayed
Go First,Delhi,Hyderabad,1551,Morning,Clear,On Time
IndiGo,Mumbai,Chennai,1359,Afternoon,Clear,On Time
Akasa Air,Kolkata,Chennai,1405,Afternoon,Storm,Delayed
Air India,Pune,Delhi,1542,Night,Cloudy,On Time
Akasa Air,Ahmedabad,Mumbai,530,Early Morning,Cloudy,Delayed
SpiceJet,Hyderabad,Mumbai,709,Morning,Rain,On Time
Vistara,Ahmedabad,Chennai,1971,Evening,Storm,Delayed
Akasa Air,Ahmedabad,Chennai,1904,Afternoon,Cloudy,On Time
Air India,Ahmedabad,Pune,670,Afternoon,Clear,On Time
Air India,Hyderabad,Chennai,606,Late Night,Storm,Delayed
SpiceJet,Ahmedabad,Hyderabad,1257,Evening,Fog,On Time
IndiGo,Bangalore,Delhi,2064,Morning,Clear,On Time
